,material_id,band_gap,workfunction,cif
510,Cl2Rh2S2-a6b02080c19f,0.011135066811849725,6.235459414423462,"# generated using pymatgen
data_RhSCl
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.67536637
_cell_length_b   3.51415165
_cell_length_c   21.34180596
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   RhSCl
_chemical_formula_sum   'Rh2 S2 Cl2'
_cell_volume   350.64472890
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Rh  Rh0  1  0.50000000  0.00000000  0.45133419  1
  Rh  Rh1  1  0.00000000  0.50000000  0.54866583  1
  S  S2  1  0.50000000  0.50000000  0.52299170  1
  S  S3  1  -0.00000000  0.00000000  0.47700831  1
  Cl  Cl4  1  0.50000000  0.50000000  0.37260172  1
  Cl  Cl5  1  -0.00000000  0.00000000  0.62739829  1
"
511,ClSbSe-f705a30af945,1.6735124390644438,5.65330067452176,"# generated using pymatgen
data_SbSeCl
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.91825182
_cell_length_b   3.91825182
_cell_length_c   18.23248598
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   SbSeCl
_chemical_formula_sum   'Sb1 Se1 Cl1'
_cell_volume   242.41595896
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sb  Sb0  1  0.00000000  -0.00000000  0.50544110  1
  Se  Se1  1  0.50000000  0.28867513  0.59643587  1
  Cl  Cl2  1  0.50000000  0.28867513  0.40300268  1
"
512,Co2I2Se2-bdf997116531,0.0,5.071453657946538,"# generated using pymatgen
data_CoSeI
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.69132366
_cell_length_b   3.66413661
_cell_length_c   21.34180596
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CoSeI
_chemical_formula_sum   'Co2 Se2 I2'
_cell_volume   366.85819153
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Co  Co0  1  0.50000000  -0.00000000  0.44985104  1
  Co  Co1  1  0.00000000  0.50000000  0.55014847  1
  Se  Se2  1  0.50000000  0.50000000  0.52126247  1
  Se  Se3  1  0.00000000  0.00000000  0.47873692  1
  I  I4  1  0.50000000  0.50000000  0.36366572  1
  I  I5  1  -0.00000000  -0.00000000  0.63633382  1
"
513,Cu2I2O2-a4f497405a42,0.0,5.548761204062182,"# generated using pymatgen
data_CuIO
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.78566835
_cell_length_b   3.41239055
_cell_length_c   21.34180596
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CuIO
_chemical_formula_sum   'Cu2 I2 O2'
_cell_volume   275.69726768
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cu  Cu0  1  0.50000000  -0.00000000  0.46298786  1
  Cu  Cu1  1  0.00000000  0.50000000  0.53701279  1
  O  O2  1  0.50000000  0.50000000  0.51717299  1
  O  O3  1  0.00000000  -0.00000000  0.48282622  1
  I  I4  1  0.50000000  0.50000000  0.35622396  1
  I  I5  1  0.00000000  -0.00000000  0.64377453  1
"
514,Fe2Si2Sr2-527a8b8a0559,0.0,2.708306144159714,"# generated using pymatgen
data_SrFeSi
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.06150446
_cell_length_b   4.06150446
_cell_length_c   19.90202884
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   SrFeSi
_chemical_formula_sum   'Sr2 Fe2 Si2'
_cell_volume   328.30025478
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sr  Sr0  1  0.00249762  0.00249762  0.62375585  1
  Fe  Fe1  1  0.50221968  0.00232090  0.50000364  1
  Fe  Fe2  1  0.00232090  0.50221968  0.50000364  1
  Si  Si3  1  0.50234659  0.50234659  0.55332073  1
  Sr  Sr4  1  0.50204271  0.50204271  0.37625005  1
  Si  Si5  1  0.00219392  0.00219392  0.44668467  1
"
515,Hf2I2O2-446d0c7561b2,0.0,3.575443672526398,"# generated using pymatgen
data_HfIO
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.32411860
_cell_length_b   3.72920087
_cell_length_c   21.34180596
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   HfIO
_chemical_formula_sum   'Hf2 I2 O2'
_cell_volume   344.14743806
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Hf  Hf0  1  0.50000000  -0.00000000  0.47096693  1
  Hf  Hf1  1  -0.00000000  0.50000000  0.52904161  1
  O  O2  1  0.50000000  0.50000000  0.52710467  1
  O  O3  1  0.00000000  -0.00000000  0.47290316  1
  I  I4  1  0.50000000  0.50000000  0.36582324  1
  I  I5  1  -0.00000000  -0.00000000  0.63418640  1
"
516,Hg2I2Se2-7e90b589a207,0.0,5.413313756645377,"# generated using pymatgen
data_HgSeI
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.00694158
_cell_length_b   4.47096703
_cell_length_c   21.34180596
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   HgSeI
_chemical_formula_sum   'Hg2 Se2 I2'
_cell_volume   382.33639844
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Hg  Hg0  1  0.50000000  0.00000000  0.39168699  1
  Hg  Hg1  1  0.00000000  0.50000000  0.60831299  1
  Se  Se2  1  0.50000000  0.50000000  0.51659557  1
  Se  Se3  1  -0.00000000  0.00000000  0.48340432  1
  I  I4  1  0.50000000  0.50000000  0.30632966  1
  I  I5  1  -0.00000000  -0.00000000  0.69367050  1
"
517,I2N2Ni2-92a7f46a317d,0.0,4.611384630125405,"# generated using pymatgen
data_NiIN
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.80958618
_cell_length_b   3.12414533
_cell_length_c   21.34180596
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NiIN
_chemical_formula_sum   'Ni2 I2 N2'
_cell_volume   254.00379047
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ni  Ni0  1  0.50000000  0.00000000  0.46367703  1
  Ni  Ni1  1  -0.00000000  0.50000000  0.53632296  1
  N  N2  1  0.50000000  0.50000000  0.52002358  1
  N  N3  1  0.00000000  0.00000000  0.47997612  1
  I  I4  1  0.50000000  0.50000000  0.35733580  1
  I  I5  1  0.00000000  0.00000000  0.64266398  1
"
518,I2Nb2S2-7d5260ce8fc4,0.0,4.758828701498718,"# generated using pymatgen
data_NbSI
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.79992075
_cell_length_b   3.60209351
_cell_length_c   21.34180596
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NbSI
_chemical_formula_sum   'Nb2 S2 I2'
_cell_volume   368.99477496
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Nb  Nb0  1  0.50000000  -0.00000000  0.46829071  1
  Nb  Nb1  1  -0.00000000  0.50000000  0.53170960  1
  S  S2  1  0.50000000  0.50000000  0.55117952  1
  S  S3  1  0.00000000  0.00000000  0.44882079  1
  I  I4  1  0.50000000  0.50000000  0.36101011  1
  I  I5  1  -0.00000000  0.00000000  0.63899003  1
"
519,I4O4Ti4-7db0d51eed88,0.0,4.184419751010164,"# generated using pymatgen
data_TiIO
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.14240088
_cell_length_b   6.55881306
_cell_length_c   19.55313254
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   117.92111826
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TiIO
_chemical_formula_sum   'Ti4 I4 O4'
_cell_volume   696.03658778
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ti  Ti0  1  0.00396284  -0.00721585  0.50181073  1
  O  O1  1  0.24867858  0.15474276  0.53708783  1
  I  I2  1  0.24732366  0.14709436  0.38357780  1
  Ti  Ti3  1  -0.24603936  0.43457678  0.49818957  1
  I  I4  1  -0.00267422  0.58889030  0.61642220  1
  O  O5  1  -0.00131599  0.59653377  0.46291228  1
  Ti  Ti6  1  0.50394062  -0.00723239  0.49820030  1
  I  I7  1  0.74741444  0.14705899  0.61642975  1
  O  O8  1  0.74859523  0.15471181  0.46291563  1
  Ti  Ti9  1  0.25394284  0.43456808  0.50180000  1
  O  O10  1  0.49858979  0.59651390  0.53708450  1
  I  I11  1  0.49741231  0.58885616  0.38357025  1
"
520,I2Ru2S2-94601e1f6ead,0.0,5.231201202933958,"# generated using pymatgen
data_RuSI
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.38555423
_cell_length_b   3.80247548
_cell_length_c   21.34180596
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   RuSI
_chemical_formula_sum   'Ru2 S2 I2'
_cell_volume   355.89515380
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ru  Ru0  1  0.50000000  0.00000000  0.44663594  1
  Ru  Ru1  1  0.00000000  0.50000000  0.55336408  1
  S  S2  1  0.50000000  0.50000000  0.51308964  1
  S  S3  1  -0.00000000  -0.00000000  0.48691038  1
  I  I4  1  0.50000000  0.50000000  0.35501101  1
  I  I5  1  -0.00000000  -0.00000000  0.64498903  1
"
521,ISbTe-052a3116531d,1.010633490498095,4.846819745408444,"# generated using pymatgen
data_SbTeI
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.18877274
_cell_length_b   4.18877274
_cell_length_c   18.23248598
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   SbTeI
_chemical_formula_sum   'Sb1 Te1 I1'
_cell_volume   277.04487327
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sb  Sb0  1  -0.00000000  0.00000000  0.50916956  1
  Te  Te1  1  0.50000000  0.28867513  0.60780621  1
  I  I2  1  0.50000000  0.28867513  0.38778133  1
"
522,Mn2Sn2Sr2-3a0b69ed4846,0.0,2.4905821715314373,"# generated using pymatgen
data_SrMnSn
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.19572030
_cell_length_b   4.19572030
_cell_length_c   19.90202884
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   SrMnSn
_chemical_formula_sum   'Sr2 Mn2 Sn2'
_cell_volume   350.35668570
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sr  Sr0  1  0.03120547  0.03120547  0.64772224  1
  Mn  Mn1  1  0.41082480  0.04926913  0.50000437  1
  Mn  Mn2  1  0.04926913  0.41082480  0.50000437  1
  Sn  Sn3  1  0.54336904  0.54336904  0.57895541  1
  Sr  Sr4  1  0.42888951  0.42888951  0.35228593  1
  Sn  Sn5  1  0.91672318  0.91672318  0.42105228  1
"
523,NbSTe-2753f78356c5,0.0,4.771395717493428,"# generated using pymatgen
data_NbTeS
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.52799918
_cell_length_b   3.52799918
_cell_length_c   19.50000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NbTeS
_chemical_formula_sum   'Nb1 Te1 S1'
_cell_volume   210.19490951
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Nb  Nb0  1  -0.00000000  -0.00000000  0.50953207  1
  S  S1  1  0.50000000  0.28867513  0.58142104  1
  Te  Te2  1  -0.00000000  0.57735027  0.40927474  1
"
